"session_id","campaign","product","event_id","type"
"0068","patriotic","diet","0114","click"
"0069","funny","diet","0115","load"
"0070","patriotic","diet","0116","load"
"0070","patriotic","diet","0117","click"
"0071","patriotic","classic","0118","load"
"0072","patriotic","diet","0119","load"
"0073","patriotic","diet","0120","load"
"0074","funny","diet","0121","load"
"0075","funny","classic","0122","load"
"0075","funny","classic","0123","click"
"0075","funny","classic","0124","click"
"0076","patriotic","diet","0125","load"
"0077","funny","diet","0126","load"
"0077","funny","diet","0127","click"
"0078","funny","classic","0128","load"
"0078","funny","classic","0129","click"
"0078","funny","classic","0130","click"
"0078","funny","classic","0131","click"
"0079","funny","classic","0132","load"
"0079","funny","classic","0133","click"
"0079","funny","classic","0134","click"
"0079","funny","classic","0135","click"
"0080","funny","diet","0136","load"
"0081","funny","classic","0137","load"
"0081","funny","classic","0138","click"
"0081","funny","classic","0139","click"
"0081","funny","classic","0140","click"
"0081","funny","classic","0141","click"
"0082","funny","classic","0142","load"
"0082","funny","classic","0143","click"
"0083","patriotic","diet","0144","load"
"0083","patriotic","diet","0145","click"
"0083","patriotic","diet","0146","click"
"0084","funny","classic","0147","load"
"0084","funny","classic","0148","click"
"0085","patriotic","classic","0149","load"
"0086","patriotic","classic","0150","load"
"0086","patriotic","classic","0151","click"
"0087","funny","diet","0152","load"
"0087","funny","diet","0153","click"
"0088","patriotic","classic","0154","load"
"0089","patriotic","diet","0155","load"
"0090","funny","classic","0156","load"
"0090","funny","classic","0157","click"
"0090","funny","classic","0158","click"
"0090","funny","classic","0159","click"
"0090","funny","classic","0160","click"
"0091","funny","classic","0161","load"
"0092","patriotic","diet","0162","load"
"0093","patriotic","classic","0163","load"
"0093","patriotic","classic","0164","click"
"0094","patriotic","classic","0165","load"
"0095","funny","diet","0166","load"
"0095","funny","diet","0167","click"
"0095","funny","diet","0168","click"
"0096","patriotic","classic","0169","load"
"0096","patriotic","classic","0170","click"
"0097","patriotic","diet","0171","load"
"0097","patriotic","diet","0172","click"
"0098","funny","diet","0173","load"
"0099","patriotic","classic","0174","load"
"0100","patriotic","classic","0175","load"
"0100","patriotic","classic","0176","click"
"0101","funny","classic","0177","load"
"0101","funny","classic","0178","click"
"0102","patriotic","classic","0179","load"
"0103","patriotic","diet","0180","load"
"0104","patriotic","classic","0181","load"
"0104","patriotic","classic","0182","click"
"0105","patriotic","classic","0183","load"
"0106","patriotic","diet","0184","load"
"0107","patriotic","classic","0185","load"
"0108","patriotic","diet","0186","load"
"0109","patriotic","classic","0187","load"
"0109","patriotic","classic","0188","click"
"0110","patriotic","classic","0189","load"
"0111","funny","classic","0190","load"
"0111","funny","classic","0191","click"
"0111","funny","classic","0192","click"
"0111","funny","classic","0193","click"
"0112","patriotic","classic","0194","load"
"0113","patriotic","classic","0195","load"
"0114","funny","diet","0196","load"
"0115","patriotic","diet","0197","load"
"0115","patriotic","diet","0198","click"
"0116","funny","diet","0199","load"
"0117","funny","classic","0200","load"
"0118","patriotic","diet","0201","load"
"0119","patriotic","classic","0202","load"
"0120","patriotic","diet","0203","load"
"0121","patriotic","diet","0204","load"
"0121","patriotic","diet","0205","click"
"0122","funny","diet","0206","load"
"0122","funny","diet","0207","click"
"0123","funny","diet","0208","load"
"0124","funny","diet","0209","load"
"0125","patriotic","diet","0210","load"
"0126","funny","diet","0211","load"
"0127","patriotic","classic","0212","load"
"0128","patriotic","classic","0213","load"
"0129","patriotic","classic","0214","load"
"0130","patriotic","classic","0215","load"
"0131","patriotic","classic","0216","load"
"0132","patriotic","diet","0217","load"
"0132","patriotic","diet","0218","click"
"0132","patriotic","diet","0219","click"
"0133","funny","diet","0220","load"
"0134","funny","diet","0221","load"
"0135","patriotic","classic","0222","load"
"0136","patriotic","diet","0223","load"
"0136","patriotic","diet","0224","click"
"0137","patriotic","classic","0225","load"
"0138","patriotic","classic","0226","load"
"0139","funny","diet","0227","load"
"0140","funny","classic","0228","load"
"0140","funny","classic","0229","click"
"0140","funny","classic","0230","click"
"0141","funny","diet","0231","load"
"0141","funny","diet","0232","click"
"0142","funny","diet","0233","load"
"0143","patriotic","diet","0234","load"
"0144","patriotic","diet","0235","load"
"0145","funny","diet","0236","load"
"0146","funny","classic","0237","load"
"0147","funny","classic","0238","load"
"0148","funny","classic","0239","load"
"0148","funny","classic","0240","click"
"0148","funny","classic","0241","click"
"0149","funny","diet","0242","load"
"0150","patriotic","classic","0243","load"
"0151","funny","diet","0244","load"
"0152","patriotic","diet","0245","load"
"0152","patriotic","diet","0246","click"
"0153","patriotic","classic","0247","load"
"0154","funny","diet","0248","load"
"0155","funny","diet","0249","load"
"0155","funny","diet","0250","click"
"0156","patriotic","diet","0251","load"
"0157","patriotic","classic","0252","load"
"0158","funny","diet","0253","load"
"0159","funny","diet","0254","load"
"0160","funny","diet","0255","load"
"0161","funny","diet","0256","load"
"0162","funny","classic","0257","load"
"0163","patriotic","diet","0258","load"
"0164","funny","classic","0259","load"
"0164","funny","classic","0260","click"
"0164","funny","classic","0261","click"
"0164","funny","classic","0262","click"
"0165","patriotic","classic","0263","load"
"0166","funny","diet","0264","load"
"0167","funny","diet","0265","load"
"0168","funny","diet","0266","load"
"0169","patriotic","diet","0267","load"
"0169","patriotic","diet","0268","click"
"0170","funny","classic","0269","load"
"0170","funny","classic","0270","click"
"0170","funny","classic","0271","click"
"0170","funny","classic","0272","click"
"0170","funny","classic","0273","click"
"0171","funny","diet","0274","load"
"0172","patriotic","classic","0275","load"
"0173","patriotic","diet","0276","load"
"0173","patriotic","diet","0277","click"
"0174","patriotic","classic","0278","load"
"0175","funny","classic","0279","load"
"0175","funny","classic","0280","click"
"0175","funny","classic","0281","click"
"0175","funny","classic","0282","click"
"0176","funny","diet","0283","load"
"0177","funny","classic","0284","load"
"0178","patriotic","diet","0285","load"
"0178","patriotic","diet","0286","click"
"0179","funny","classic","0287","load"
"0179","funny","classic","0288","click"
"0179","funny","classic","0289","click"
"0179","funny","classic","0290","click"
"0179","funny","classic","0291","click"
"0179","funny","classic","0292","click"
"0180","patriotic","diet","0293","load"
"0181","funny","classic","0294","load"
"0181","funny","classic","0295","click"
"0181","funny","classic","0296","click"
"0182","patriotic","classic","0297","load"
"0183","patriotic","classic","0298","load"
"0184","funny","diet","0299","load"
"0185","funny","classic","0300","load"
"0185","funny","classic","0301","click"
"0185","funny","classic","0302","click"
"0185","funny","classic","0303","click"
"0185","funny","classic","0304","click"
"0186","funny","classic","0305","load"
"0187","funny","diet","0306","load"
"0188","patriotic","classic","0307","load"
"0188","patriotic","classic","0308","click"
"0189","patriotic","diet","0309","load"
"0190","funny","diet","0310","load"
"0191","patriotic","classic","0311","load"
"0191","patriotic","classic","0312","click"
"0192","funny","diet","0313","load"
"0193","patriotic","classic","0314","load"
"0193","patriotic","classic","0315","click"
"0194","patriotic","diet","0316","load"
"0194","patriotic","diet","0317","click"
"0195","funny","diet","0318","load"
"0196","patriotic","diet","0319","load"
"0197","funny","diet","0320","load"
"0198","patriotic","diet","0321","load"
"0198","patriotic","diet","0322","click"
"0199","funny","classic","0323","load"
"0200","patriotic","classic","0324","load"
"0201","patriotic","classic","0325","load"
"0202","funny","classic","0326","load"
"0202","funny","classic","0327","click"
"0202","funny","classic","0328","click"
"0203","funny","diet","0329","load"
"0204","funny","classic","0330","load"
"0204","funny","classic","0331","click"
"0205","funny","classic","0332","load"
"0205","funny","classic","0333","click"
"0206","patriotic","classic","0334","load"
"0206","patriotic","classic","0335","click"
"0207","funny","diet","0336","load"
"0208","patriotic","diet","0337","load"
"0209","funny","diet","0338","load"
"0210","patriotic","classic","0339","load"
"0211","patriotic","classic","0340","load"
"0212","patriotic","diet","0341","load"
"0213","patriotic","diet","0342","load"
"0214","patriotic","diet","0343","load"
"0215","funny","diet","0344","load"
"0216","funny","diet","0345","load"
"0216","funny","diet","0346","click"
"0217","funny","diet","0347","load"
"0218","patriotic","diet","0348","load"
"0219","patriotic","classic","0349","load"
"0220","funny","classic","0350","load"
"0220","funny","classic","0351","click"
"0220","funny","classic","0352","click"
"0220","funny","classic","0353","click"
"0221","funny","diet","0354","load"
"0222","funny","diet","0355","load"
"0222","funny","diet","0356","click"
"0223","funny","classic","0357","load"
"0223","funny","classic","0358","click"
"0224","funny","diet","0359","load"
"0224","funny","diet","0360","click"
"0225","funny","diet","0361","load"
"0226","funny","classic","0362","load"
"0226","funny","classic","0363","click"
"0227","patriotic","classic","0364","load"
"0228","patriotic","classic","0365","load"
"0229","funny","diet","0366","load"
"0230","funny","classic","0367","load"
"0230","funny","classic","0368","click"
"0230","funny","classic","0369","click"
"0230","funny","classic","0370","click"
"0231","patriotic","classic","0371","load"
"0231","patriotic","classic","0372","click"
"0232","funny","diet","0373","load"
"0233","funny","diet","0374","load"
"0234","funny","diet","0375","load"
"0235","funny","classic","0376","load"
"0236","funny","classic","0377","load"
"0236","funny","classic","0378","click"
"0236","funny","classic","0379","click"
"0237","patriotic","diet","0380","load"
"0237","patriotic","diet","0381","click"
"0238","funny","diet","0382","load"
"0238","funny","diet","0383","click"
"0239","patriotic","classic","0384","load"
"0240","funny","classic","0385","load"
"0240","funny","classic","0386","click"
"0240","funny","classic","0387","click"
"0241","patriotic","diet","0388","load"
"0241","patriotic","diet","0389","click"
"0241","patriotic","diet","0390","click"
"0242","patriotic","classic","0391","load"
"0243","funny","diet","0392","load"
"0244","funny","diet","0393","load"
"0245","patriotic","classic","0394","load"
"0246","patriotic","classic","0395","load"
"0247","patriotic","classic","0396","load"
"0248","patriotic","diet","0397","load"
"0249","funny","classic","0398","load"
"0249","funny","classic","0399","click"
"0250","funny","diet","0400","load"
"0251","funny","classic","0401","load"
"0251","funny","classic","0402","click"
"0252","funny","diet","0403","load"
"0253","patriotic","classic","0404","load"
"0254","funny","classic","0405","load"
"0255","funny","diet","0406","load"
"0256","patriotic","diet","0407","load"
"0257","funny","diet","0408","load"
"0258","patriotic","classic","0409","load"
"0259","funny","diet","0410","load"
"0260","patriotic","diet","0411","load"
"0261","funny","classic","0412","load"
"0261","funny","classic","0413","click"
"0262","patriotic","classic","0414","load"
"0263","patriotic","diet","0415","load"
"0264","patriotic","classic","0416","load"
"0265","funny","classic","0417","load"
"0265","funny","classic","0418","click"
"0266","patriotic","diet","0419","load"
"0266","patriotic","diet","0420","click"
"0267","funny","diet","0421","load"
"0268","patriotic","diet","0422","load"
"0269","funny","classic","0423","load"
"0269","funny","classic","0424","click"
"0269","funny","classic","0425","click"
"0269","funny","classic","0426","click"
"0269","funny","classic","0427","click"
"0269","funny","classic","0428","click"
"0270","funny","classic","0429","load"
"0270","funny","classic","0430","click"
"0271","patriotic","diet","0431","load"
"0272","patriotic","classic","0432","load"
"0272","patriotic","classic","0433","click"
"0272","patriotic","classic","0434","click"
"0273","patriotic","diet","0435","load"
"0273","patriotic","diet","0436","click"
"0274","funny","diet","0437","load"
"0275","funny","diet","0438","load"
"0276","funny","classic","0439","load"
"0276","funny","classic","0440","click"
"0277","funny","diet","0441","load"
"0278","patriotic","diet","0442","load"
"0279","funny","classic","0443","load"
"0279","funny","classic","0444","click"
"0280","funny","diet","0445","load"
"0280","funny","diet","0446","click"
"0281","patriotic","classic","0447","load"
"0282","patriotic","diet","0448","load"
"0283","patriotic","classic","0449","load"
"0284","funny","diet","0450","load"
"0285","patriotic","diet","0451","load"
"0285","patriotic","diet","0452","click"
"0286","funny","classic","0453","load"
"0286","funny","classic","0454","click"
"0287","funny","classic","0455","load"
"0287","funny","classic","0456","click"
"0288","patriotic","diet","0457","load"
"0289","patriotic","diet","0458","load"
"0290","funny","classic","0459","load"
"0290","funny","classic","0460","click"
"0291","funny","classic","0461","load"
"0291","funny","classic","0462","click"
"0291","funny","classic","0463","click"
"0292","patriotic","classic","0464","load"
"0293","funny","classic","0465","load"
"0293","funny","classic","0466","click"
"0293","funny","classic","0467","click"
"0294","funny","diet","0468","load"
"0295","funny","classic","0469","load"
"0295","funny","classic","0470","click"
"0295","funny","classic","0471","click"
"0296","patriotic","diet","0472","load"
"0297","patriotic","diet","0473","load"
"0297","patriotic","diet","0474","click"
"0298","funny","diet","0475","load"
"0299","patriotic","diet","0476","load"
"0299","patriotic","diet","0477","click"
"0300","funny","diet","0478","load"
"0301","patriotic","classic","0479","load"
"0302","funny","classic","0480","load"
"0302","funny","classic","0481","click"
"0303","patriotic","diet","0482","load"
"0304","funny","diet","0483","load"
"0305","patriotic","classic","0484","load"
"0305","patriotic","classic","0485","click"
"0306","patriotic","classic","0486","load"
"0307","patriotic","classic","0487","load"
"0308","patriotic","diet","0488","load"
"0308","patriotic","diet","0489","click"
"0309","funny","diet","0490","load"
"0310","patriotic","classic","0491","load"
"0311","funny","diet","0492","load"
"0312","patriotic","diet","0493","load"
"0312","patriotic","diet","0494","click"
"0313","funny","classic","0495","load"
"0313","funny","classic","0496","click"
"0314","patriotic","classic","0497","load"
"0315","patriotic","classic","0498","load"
"0316","patriotic","diet","0499","load"
"0316","patriotic","diet","0500","click"
"0317","funny","classic","0501","load"
"0317","funny","classic","0502","click"
"0318","funny","diet","0503","load"
"0319","funny","classic","0504","load"
"0319","funny","classic","0505","click"
"0320","funny","diet","0506","load"
"0321","patriotic","classic","0507","load"
"0322","patriotic","diet","0508","load"
"0323","funny","diet","0509","load"
"0323","funny","diet","0510","click"
"0324","patriotic","classic","0511","load"
"0325","funny","diet","0512","load"
"0326","funny","diet","0513","load"
"0326","funny","diet","0514","click"
"0327","funny","classic","0515","load"
"0327","funny","classic","0516","click"
"0327","funny","classic","0517","click"
"0327","funny","classic","0518","click"
"0327","funny","classic","0519","click"
"0327","funny","classic","0520","click"
"0328","patriotic","diet","0521","load"
"0329","patriotic","classic","0522","load"
"0330","funny","diet","0523","load"
"0331","patriotic","classic","0524","load"
"0332","patriotic","classic","0525","load"
"0333","patriotic","diet","0526","load"
"0333","patriotic","diet","0527","click"
"0333","patriotic","diet","0528","click"
"0334","patriotic","diet","0529","load"
"0335","patriotic","diet","0530","load"
"0336","funny","classic","0531","load"
"0336","funny","classic","0532","click"
"0336","funny","classic","0533","click"
"0337","patriotic","classic","0534","load"
"0337","patriotic","classic","0535","click"
"0338","funny","diet","0536","load"
"0339","funny","classic","0537","load"
"0339","funny","classic","0538","click"
"0340","patriotic","classic","0539","load"
"0341","patriotic","classic","0540","load"
"0342","patriotic","classic","0541","load"
"0343","funny","classic","0542","load"
"0344","funny","classic","0543","load"
"0344","funny","classic","0544","click"
"0344","funny","classic","0545","click"
"0345","patriotic","diet","0546","load"
"0345","patriotic","diet","0547","click"
"0346","funny","diet","0548","load"
"0347","funny","diet","0549","load"
"0348","patriotic","diet","0550","load"
"0349","patriotic","diet","0551","load"
"0349","patriotic","diet","0552","click"
"0350","funny","diet","0553","load"
"0350","funny","diet","0554","click"
"0351","patriotic","classic","0555","load"
"0352","patriotic","classic","0556","load"
"0353","funny","diet","0557","load"
"0354","funny","classic","0558","load"
"0355","patriotic","diet","0559","load"
"0355","patriotic","diet","0560","click"
"0356","patriotic","diet","0561","load"
"0356","patriotic","diet","0562","click"
"0357","patriotic","classic","0563","load"
"0358","patriotic","classic","0564","load"
"0358","patriotic","classic","0565","click"
"0358","patriotic","classic","0566","click"
"0359","patriotic","diet","0567","load"
"0360","patriotic","classic","0568","load"
"0361","patriotic","diet","0569","load"
"0362","funny","diet","0570","load"
"0363","patriotic","classic","0571","load"
"0364","funny","classic","0572","load"
"0364","funny","classic","0573","click"
"0365","patriotic","classic","0574","load"
"0366","funny","diet","0575","load"
"0366","funny","diet","0576","click"
"0367","patriotic","diet","0577","load"
"0368","funny","diet","0578","load"
"0369","funny","diet","0579","load"
"0370","patriotic","diet","0580","load"
"0370","patriotic","diet","0581","click"
"0371","patriotic","diet","0582","load"
"0372","funny","classic","0583","load"
"0372","funny","classic","0584","click"
"0372","funny","classic","0585","click"
"0373","funny","classic","0586","load"
"0374","funny","diet","0587","load"
"0375","patriotic","classic","0588","load"
"0376","patriotic","diet","0589","load"
"0377","patriotic","diet","0590","load"
"0378","funny","diet","0591","load"
"0379","patriotic","classic","0592","load"
"0380","patriotic","diet","0593","load"
"0381","funny","classic","0594","load"
"0381","funny","classic","0595","click"
"0381","funny","classic","0596","click"
"0381","funny","classic","0597","click"
"0381","funny","classic","0598","click"
"0382","funny","diet","0599","load"
"0382","funny","diet","0600","click"
"0383","funny","classic","0601","load"
"0383","funny","classic","0602","click"
"0383","funny","classic","0603","click"
"0383","funny","classic","0604","click"
"0383","funny","classic","0605","click"
"0384","patriotic","diet","0606","load"
"0384","patriotic","diet","0607","click"
"0384","patriotic","diet","0608","click"
"0385","patriotic","classic","0609","load"
"0386","patriotic","diet","0610","load"
"0387","funny","diet","0611","load"
"0388","patriotic","diet","0612","load"
"0389","funny","classic","0613","load"
"0390","funny","classic","0614","load"
"0390","funny","classic","0615","click"
"0390","funny","classic","0616","click"
"0390","funny","classic","0617","click"
"0391","funny","diet","0618","load"
"0392","patriotic","diet","0619","load"
"0392","patriotic","diet","0620","click"
"0393","funny","classic","0621","load"
"0394","funny","classic","0622","load"
"0394","funny","classic","0623","click"
"0395","funny","classic","0624","load"
"0395","funny","classic","0625","click"
"0396","funny","classic","0626","load"
"0397","patriotic","diet","0627","load"
"0398","patriotic","classic","0628","load"
"0399","funny","classic","0629","load"
"0399","funny","classic","0630","click"
"0400","patriotic","diet","0631","load"
"0400","patriotic","diet","0632","click"
"0400","patriotic","diet","0633","click"
"0401","funny","diet","0634","load"
"0401","funny","diet","0635","click"
"0402","funny","diet","0636","load"
"0403","funny","classic","0637","load"
"0403","funny","classic","0638","click"
"0404","patriotic","classic","0639","load"
"0404","patriotic","classic","0640","click"
"0404","patriotic","classic","0641","click"
"0405","funny","classic","0642","load"
"0405","funny","classic","0643","click"
"0406","patriotic","classic","0644","load"
"0406","patriotic","classic","0645","click"
"0407","patriotic","diet","0646","load"
"0408","funny","classic","0647","load"
"0408","funny","classic","0648","click"
"0408","funny","classic","0649","click"
"0408","funny","classic","0650","click"
"0409","funny","classic","0651","load"
"0409","funny","classic","0652","click"
"0410","funny","diet","0653","load"
"0411","patriotic","diet","0654","load"
"0411","patriotic","diet","0655","click"
"0411","patriotic","diet","0656","click"
"0412","funny","classic","0657","load"
"0412","funny","classic","0658","click"
"0412","funny","classic","0659","click"
"0413","funny","classic","0660","load"
"0413","funny","classic","0661","click"
"0414","patriotic","classic","0662","load"
"0414","patriotic","classic","0663","click"
"0415","patriotic","classic","0664","load"
"0416","funny","diet","0665","load"
"0417","funny","diet","0666","load"
"0418","patriotic","diet","0667","load"
"0418","patriotic","diet","0668","click"
"0419","funny","classic","0669","load"
"0419","funny","classic","0670","click"
"0419","funny","classic","0671","click"
"0420","patriotic","classic","0672","load"
"0421","patriotic","diet","0673","load"
"0422","patriotic","classic","0674","load"
"0423","patriotic","diet","0675","load"
"0424","funny","classic","0676","load"
"0424","funny","classic","0677","click"
"0424","funny","classic","0678","click"
"0425","funny","diet","0679","load"
"0426","patriotic","diet","0680","load"
"0426","patriotic","diet","0681","click"
"0427","patriotic","classic","0682","load"
"0428","funny","classic","0683","load"
"0428","funny","classic","0684","click"
"0428","funny","classic","0685","click"
"0429","patriotic","diet","0686","load"
"0430","patriotic","classic","0687","load"
"0431","patriotic","classic","0688","load"
"0431","patriotic","classic","0689","click"
"0432","funny","diet","0690","load"
"0433","patriotic","diet","0691","load"
"0433","patriotic","diet","0692","click"
"0433","patriotic","diet","0693","click"
"0434","funny","classic","0694","load"
"0435","patriotic","diet","0695","load"
"0435","patriotic","diet","0696","click"
"0436","patriotic","classic","0697","load"
"0436","patriotic","classic","0698","click"
"0437","funny","classic","0699","load"
"0437","funny","classic","0700","click"
"0437","funny","classic","0701","click"
"0437","funny","classic","0702","click"
"0438","funny","diet","0703","load"
"0439","funny","diet","0704","load"
"0440","patriotic","classic","0705","load"
"0441","funny","diet","0706","load"
"0441","funny","diet","0707","click"
"0442","funny","classic","0708","load"
"0442","funny","classic","0709","click"
"0442","funny","classic","0710","click"
"0442","funny","classic","0711","click"
"0443","funny","classic","0712","load"
"0443","funny","classic","0713","click"
"0443","funny","classic","0714","click"
"0443","funny","classic","0715","click"
"0443","funny","classic","0716","click"
"0444","funny","classic","0717","load"
"0445","patriotic","diet","0718","load"
"0445","patriotic","diet","0719","click"
"0446","funny","classic","0720","load"
"0446","funny","classic","0721","click"
"0447","patriotic","classic","0722","load"
"0448","patriotic","classic","0723","load"
"0449","patriotic","classic","0724","load"
"0450","patriotic","diet","0725","load"
"0451","funny","classic","0726","load"
"0452","funny","diet","0727","load"
"0453","patriotic","classic","0728","load"
"0454","funny","classic","0729","load"
"0454","funny","classic","0730","click"
"0454","funny","classic","0731","click"
"0454","funny","classic","0732","click"
"0454","funny","classic","0733","click"
"0454","funny","classic","0734","click"
"0455","patriotic","diet","0735","load"
"0456","patriotic","diet","0736","load"
"0456","patriotic","diet","0737","click"
"0457","funny","classic","0738","load"
"0457","funny","classic","0739","click"
"0458","funny","diet","0740","load"
"0459","patriotic","diet","0741","load"
"0460","funny","diet","0742","load"
"0461","patriotic","classic","0743","load"
"0461","patriotic","classic","0744","click"
"0462","patriotic","diet","0745","load"
"0463","funny","diet","0746","load"
"0464","patriotic","classic","0747","load"
"0465","funny","diet","0748","load"
"0465","funny","diet","0749","click"
"0466","funny","classic","0750","load"
"0467","patriotic","classic","0751","load"
"0468","patriotic","classic","0752","load"
"0468","patriotic","classic","0753","click"
"0469","patriotic","classic","0754","load"
"0470","patriotic","classic","0755","load"
"0470","patriotic","classic","0756","click"
"0471","funny","diet","0757","load"
"0472","patriotic","classic","0758","load"
"0473","funny","diet","0759","load"
"0474","patriotic","classic","0760","load"
"0475","patriotic","classic","0761","load"
"0476","funny","classic","0762","load"
"0477","patriotic","diet","0763","load"
"0478","patriotic","classic","0764","load"
"0479","funny","classic","0765","load"
"0479","funny","classic","0766","click"
"0480","funny","classic","0767","load"
"0481","patriotic","classic","0768","load"
"0482","funny","classic","0769","load"
"0482","funny","classic","0770","click"
"0482","funny","classic","0771","click"
"0483","patriotic","classic","0772","load"
"0484","patriotic","diet","0773","load"
"0484","patriotic","diet","0774","click"
"0485","patriotic","classic","0775","load"
"0486","funny","diet","0776","load"
"0487","funny","classic","0777","load"
"0487","funny","classic","0778","click"
"0487","funny","classic","0779","click"
"0488","patriotic","diet","0780","load"
"0489","funny","classic","0781","load"
"0489","funny","classic","0782","click"
"0489","funny","classic","0783","click"
"0490","patriotic","diet","0784","load"
"0491","patriotic","diet","0785","load"
"0492","patriotic","classic","0786","load"
"0493","funny","classic","0787","load"
"0494","patriotic","classic","0788","load"
"0495","patriotic","diet","0789","load"
"0496","patriotic","classic","0790","load"
"0497","funny","classic","0791","load"
"0498","patriotic","classic","0792","load"
"0499","funny","diet","0793","load"
"0500","funny","classic","0794","load"
"0500","funny","classic","0795","click"
"0500","funny","classic","0796","click"
"0500","funny","classic","0797","click"
"0501","funny","classic","0798","load"
"0501","funny","classic","0799","click"
"0501","funny","classic","0800","click"
"0501","funny","classic","0801","click"
"0501","funny","classic","0802","click"
"0502","patriotic","classic","0803","load"
"0503","patriotic","diet","0804","load"
"0504","funny","classic","0805","load"
"0504","funny","classic","0806","click"
"0504","funny","classic","0807","click"
"0504","funny","classic","0808","click"
"0504","funny","classic","0809","click"
"0504","funny","classic","0810","click"
"0505","funny","diet","0811","load"
"0506","patriotic","diet","0812","load"
"0507","patriotic","diet","0813","load"
"0507","patriotic","diet","0814","click"
"0508","funny","diet","0815","load"
"0509","patriotic","classic","0816","load"
"0510","patriotic","classic","0817","load"
"0511","funny","classic","0818","load"
"0511","funny","classic","0819","click"
"0511","funny","classic","0820","click"
"0512","patriotic","classic","0821","load"
"0513","patriotic","classic","0822","load"
"0514","patriotic","classic","0823","load"
"0514","patriotic","classic","0824","click"
"0515","funny","classic","0825","load"
"0515","funny","classic","0826","click"
"0515","funny","classic","0827","click"
"0515","funny","classic","0828","click"
